부스번호,업체명,특별관,카테고리,id,company_name_eng,homepage,company_description,products,products_description,category
B3501,황금오리파티,,일반식품,414,Golden Duck Party,www.oridabeq.com,황금오리파티는 웰빙 시대에 최고의 맛과 풍미을 선사하는  숯불 오리 바베큐와 오리 날개 강정을 전문으로 제조 및 유통하는 회사입니다. ,참숯 오리바베큐 및 오리날개강정,참숯으로 구워 건강과 맛이 좋은 오리 베베큐와 오리 날개 강정,"간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
B5204,제주메밀영농조합법인,,일반식품,408,Jeju Buckwheat Farmers Association corp,www.jejumemil.co.kr,"제주메밀영농조합법인은 메밀을 활용한 헬스푸드 제품 생산을 위해 지속적인 연구를 하고 있는 곳입니다. 그중 집에서 간편하게 즐길 수 있는 프리미엄 타타리 메밀차를 생산 및 판매하고 있는데요. 메밀차는 티백차, 스틱차, 알곡차로 다양하게 구성되어 있어 기호에 따라 알맞게 즐길 수 있습니다.",타타리메밀차,"집에서 간편하게 즐기는 프리미엄 타타리 메밀차
제주의 무공해 햇살을 머금은 싱그러운 메밀밭에서 잘 자란 메밀을 로스팅한 깔끔하고 구수한 메밀차 입니다.
","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
B4307,제주크래프트콜라,,일반식품,406,jejucraftcola,www.jejucraftcola.com,"NO 액상과당&대체당, NO 합성감미료, 1800년대 최초로 개발된 약용 콜라 레시피를 기반으로 신선한 지역 제철과일 수제콜라를 개발했습니다. 정성껏 손질된 천연원료를 약탕기에 달인 수제콜라 원액을 기반으로 가볍게 마실수 있는 크래프트 콜라, 콜라차, 에너지 젤리, 콜라허니스틱 등의 다양한 상품라인을 선보입니다.","제주 크래프트 콜라 원액시럽, 캔 콜라, 에너지 젤리, 콜라허니스틱","1800년대 미국의 약사(존팸버튼)의 약용 개발 레시피에는 라임 등 시트러스 과일이 주요한 원료 였습니다. 저희는 제주의 지역 특산 과일을 활용해 100% 천연원료의 수제콜라 원액을 생산하여 그를 활용한 원액시럽, 캔 콜라, 에너지 젤리, 콜라 허니스틱 등의 다양하게 크래프트 콜라를 즐길 수 있는 상품을 선보입니다.","음료 (커피, 차, 주스, 탄산음료, 에너지 드링크, 이온음료 외)"
A6412,정담 두부집,,일반식품,392,정담 두부집,https://smartstore.naver.com/jungdam_tofu,"경북 김천에 자리한 정담두부집은 신선한 국산 콩으로 매일 직접 두부를 만들어내는 전통 손두부 전문점입니다. 깊고 고소한 맛의 순두부부터 다양한 두부가공식품, 담백한 한끼의 정성을 가득 담아내고 있습니다. 넉넉한 인심과 따뜻한 분위기 속에서 가족 외식은 물론, 어르신들께도 특히 사랑받는 곳입니다. 100% 국산콩으로 아빠의 마음을 담아 만든 수제두부 '정담두부집'.",손두부,정담두부는 내아이와 가족이 먹는 두부라는 마음을 담아 국산콩으로 아빠가 만든 건강한 수제 두부입니다.,"일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
A2501,농업회사법인 산두레 유한회사,,일반식품,400,Sandoore,http://www.salimfood.co.kr,"청정 자연에서 빚어낸 정직한 맛, 산두레
산두레 유한회사는 청정지역 괴산에 자리한 육가공 전문 기업으로, 햄, 소시지, 식육추출가공품, 분쇄가공품, 양념육, 기타어육가공품 등 여러 식품을 생산하고 있습니다. 고객의 다양한 요구에 부응하기 위해, 제품 유형 개발은 물론 첨가물 유무 선택, 소량 맞춤 생산 등 유연한 생산 시스템을 갖추고 있습니다.
산두레는 항상 고객의 목소리에 귀 기울이며, 신뢰와 만족을 드리는 든든한 식품 파트너가 되겠습니다.",대장언니 고새너겟,"무항생제 돼지고기와 새우살로 만든 반죽에 빵가루를 입혀 오븐에 구운, 겉은 바삭하고 속은 촉촉하고 탱글한 한입 크기 너겟입니다. 첨가물 없이 건강하게 즐길 수 있습니다.","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
B4204,(주)가보팜스,,일반식품,432,"GAVOFARMS CO.,LTD",gavo.co.kr,"㈜가보팜스는 ""벌꿀의 세계와 자연을 추구합니다.""라는 철학으로 국민의 건강과 보건 유지에 기여하는 것을 목표로 설립된 기업입니다. 엄격한 품질 관리 아래 성분과 함량을 생명처럼 중시하며 고품질의 제품을 생산하여 특히 벌꿀 분야에서 높은 전문성과 소비자 신뢰를 얻고 있습니다.

주요 브랜드로는 성분과 품질을 중시하는 GAVO, 고급스럽고 신비로운 이미지를 지닌 Beedam(비담), 오랜 친구처럼 자연의 건강한 맛을 제공하는 해아띠, 나주 지역 특산물을 활용하여 고객 맞춤형 경험을 제공하는 NaJuice가 있습니다.

가보팜스는 벌꿀을 중심으로 과채주스, 서류가공, 액상차, 건강기능식품 등 다양한 분야에서 사업을 확장하고 있으며, R&D에서도 뛰어난 성과를 거두고 있습니다. 최근 지역 농산물을 활용한 시제품 개발과 헬스케어 제품 K-숙취해소제를 성공적으로 개발하며 기술력을 입증하였습니다.

2022년 고령친화기업 선정 및 스마트 팩토리 고도화를 시작으로, 2023년 글로벌 강소기업 및 글로벌 IP 스타기업 인증을 받았습니다. FDA SID 인증을 통한 유럽 시장 진출 및 신규 할랄 인증 확보 등 글로벌 확장에도 성공적으로 대응하고 있습니다. ISO22000, FSSC22000 인증 등 국제적 품질 관리 기준을 준수하고 있습니다.

신세계, 롯데마트, 이마트, 쿠팡, 마켓컬리 등 국내 주요 유통망과 베트남, 싱가포르, 미국, 영국 등 해외 주요 시장에 제품을 공급하며 글로벌 기업으로 자리매김하고 있습니다.

앞으로도 가보팜스는 지속적인 혁신과 글로벌 시장 진출을 통해 소비자에게 신뢰받는 선도적 식품기업으로 성장할 것입니다.",ABP주스,"1. 무색소, 무향료, 무첨가당, 무보존제의 내츄럴한 ABP주스
2. 지역특산품인 나주배를 지하 100m 암반수로 세척하여 생배를 껍질째 NFC 방법으로 착즙 후 저온 숙성과정을 통해 영양소 파괴를 줄이고 빛깔이 맑고 깔끔한 맛이 일품 배착즙액과  튀르키에의 풍부한 햇살을 받고 자라난 유기농골든사과농축액과 유기농레드비트농축액을 가장 맛있는 비율을 찾아 만든 건강 주스
3. 식약처 HACCP 인증업체로 위생적인 제조시설과 믿을 수 있는 품질관리로 안전하게 제조","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
B1104,주식회사 에스와이솔루션,,일반식품,413,SY SOLUTION Inc.,sysolutioninc.com,㈜SY솔루션은 전세계가 주목하고 있는 미래 대체육을 개발 · 판매하고 있는 푸드테크 스타트업입니다 2017년 창립 이래 세상을 바꾸는 도전 이라는 경영철학을 근간으로 현재에서 미래로의 식 문화가 자연스레 이어지는 가치 있는 세상을 만들고자 노력하고 있습니다 새로운 식문화로써의 의미과 가치를 발견하고 우리의 일상 속에 자연스레 스며들 수 있도록 에스와이솔루션이 선두에 서겠습니다 미래식문화의 가치 실현에 여러분과 함께 성공 파트너가 되겠습니다 감사합니다,또또뻥,"좋은 원료와 깐깐한 제조 기준을 바탕으로 부담 없이 즐길 수 있는 웰니스 곡물 스낵 '또또뻥'은
기름 없이 얇은 두께를 만들어 바삭함을 구현하였으며, 불필요한 식품 첨가물을 전부 제외해 안심할 수 있는 무첨가 간식입니다.

[또또뻥 2종]
- 또또뻥 순수곡물 현미 100%: 국내산 우리 현미만으로 담백함을 가득 담아낸 퓨어 스낵
- 또또뻥 카무트 앤 파로: 고대 곡물을 2가지를 넣어 영양을 채운 건강 스낵","간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
B4707,웰빙바이오,,일반식품,382,WELLBEINGBIO,www.wellbeingbio.kr,"자연의 건강함을 전하는, 웰빙바이오
마늘의 고장 의성에서, 정직한 마늘로 시작합니다
724시간의 정성으로 완성한 프리미엄 흑마늘

ISO22000 · FDA · HACCP
전문 공정관리와 독자 기술력으로
당신의 하루에너지, 웰빙바이오와 함께하세요",올케어 흑마늘 마늘의 왕,"[흑마늘에 흑마늘을 더하다! 흑마늘을 그대로 갈아 넣어 더욱 진하게 마시는 흑마늘 건강즙]
- 100% 의성산 마늘을 직접 계약재배로 흑마늘 원물의 품질 유지
- 마늘 숙성 시 65도~70도의 45일간 저온 숙성과 자사만의 숙성, 추출 기술 냄새가 줄어든 흑마늘 추출액 
- 저온 교반 농축으로 수분만 증발시켜 70Brix 이상의 고농축 추출액 사용
- 합성 첨가류 무첨가로 바르고 건강하게 만든 농축 진액  
- 사과 농축액, 벌꿀, 프로폴리스를 배합한 레시피로 맛과 영양을 높임
부드럽게 추출한 흑마늘 추출액에 흑마늘 원물을 그대로 갈아 넣어 흑마늘의 강력함을 오롯이 느낄 수 있음
- 사과 농축액으로 단맛을 가미하여 맛을 좋게 함","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
A2607,동화푸드,,일반식품,475,DONGHWA FOOD,www.donghwafood.co.kr,"동화푸드는 HACCP 인증된 시설에서 내 가족이 먹는다는 정직한 마음을 정성을 가득 담아 속초시 젓갈 명장이 제조하고 국내시장은 물로 미국, 일본, 중국 수출시장을 발판으로 광범위한 시장개척을 위하여 다양한제품, 새로운 메뉴개발등을 통해 다향한 노력을 기울이고 있습니다.",속초오마니젓갈 명태회,속초시에서 공인받은 명장이 만든 영양가 높고 식감 좋은 명태회,"반찬류 (김치류, 젓갈류, 장류, 김, 절임/무침 외)"
B4601,강봉석조청(주)농업회사법인,,일반식품,422,Kangbongseok Jocheong & Co.,www.kangbongseok.kr,"강봉석조청은 대한민국 식품명인 제32호 강봉석 명인이 전통 방식으로 만드는 조청제조 전문 기업입니다. 국내산 쌀과 엿기름을 사용하여 깊고 진한 풍미의 명인쌀조청을 생산하고 있으며, 이를 활용한 건강 간식도 함께 개발하고 있습니다. 공영홈쇼핑, 대형마트, 백화점, 온라인몰 등 다양한 유통 채널을 통해 소비자에게 제품을 제공하고 있습니다. 미국과 중국 등 해외 시장에도 진출하여 글로벌 브랜드로 성장하고 있습니다. 강봉석조청은 전통의 가치를 계승하면서도 현대인의 입맛과 건강을 고려한 제품으로 신뢰를 쌓아가고 있습니다.",강봉석150 도라지청,"‘강봉석150 도라지청’은 150년 전통의 조청 명가에서 만든 건강조청으로 대한민국 식품명인 제32호 강봉석 명인의 기술과 철학이 담긴 제품입니다. 국내산 쌀과 도라지를 전통방식으로 고아내어, 깊고 진한 단맛과 은은한 도라지 향이 어우러지며, 도라지와 궁합이 좋은 더덕, 생강, 맥문동, 민들레 등 전통 원재료를 함께 배합하여 맛과 향을 극대화하였습니다.","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
A2411,주식회사 만두보국,,일반식품,420,MANDUBOGUK,https://smartstore.naver.com/hanmaeum365/products/8751102847?nl-query=%EB%A7%8C%EB%91%90%EB%B3%B4%EA%B5%AD&nl-ts-pid=jtxV2sqo1LVssSGsRqsssssssjZ-065345&NaPm=ct%3Dmaf45o14%7Cci%3D48cf58f71847ed7a22477b32a4819217418a07be%7Ctr%3Dsls%7Csn%3D788768%7Chk%3Dc11f19e87a13fd088bae32a6785429bf53f306f7,"정통 프리미엄 수제만두 만두보국
육즙과 채즙이 풍부한 속을 가득 담은 만두",수제만두,"엄선한 신선한 재료만으로 정성껏 빚어낸 건강하고 맛있는 만두보국
정통 프리미엄 수제만두 만두보국","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
B5410,디저트 밀크앤브라운,,일반식품,409,디저트 밀크앤브라운,www.milknbrown.com,"밀크앤브라운은 해외의 유명하고 매력적인 디저트를 발굴해 국내에 소개하며, 다양한 프리미엄 디저트를 수입·유통하는 전문 업체입니다.",대만 SUGAR&SPICE사의 누가 캔디,"대만의 Sugar & Spice(糖村)社를 대표하는 디저트, 누가 캔디를 소개합니다.
부드럽고 쫀득한 식감의 누가에 아몬드, 딸기, 녹차 등 다양한 재료가 어우러진 고급 디저트로, 대만 여행 시 선물용으로  인기있는 디저트 간식 중 하나입니다. 감각적인 디자인의 포장으로 기념품이나 선물용으로도 큰 사랑을 받고 있습니다.
이제 디저트 전문 수입사 밀크앤브라운이 Sugar & Spice와의 공식 계약을 통해 정통 누가 캔디를 합리적인 가격으로 국내에 만나 보실 수 있습니다.","수입 스낵/디저트 (과자류, 칩, 견과류, 초콜릿, 빵/제과류, 요거트/유제품 외)"
B3615,주식회사 모어디,,일반식품,393,"More D Co., Ltd.",https://www.hhdbymored.com/,"주식회사 모어디는 2023년 4월 설립된 여성 기업으로, '희희디(HHD)' 라는 브랜드를 통해 건강하고 맛있는 간식 제품들을 판매합니다. ""You are what you eat.""이라는 슬로건 아래, 건강한 식습관을 통해 활기차고 가뿐한 삶의 행복을 선사하는 것을 비전으로 삼고 있습니다. 주력 제품인 '와앙바'는 스피룰리나를 함유한 그래놀라 바로, 5가지 맛으로 출시되어 있으며, 건강에 관심 있는 20-40대를 주요 타겟으로 하고 있습니다. 스피룰리나 관련 특허 2건과 감각적인 디자인, 대표의 전문성을 강점으로 가지고 있습니다. 와디즈 펀딩 1292% 달성의 성과를 바탕으로, 지속적인 제품 확장과 해외 진출을 목표로 하고 있습니다.",와앙바,국내 최초 스피룰리나(식약처 고시 건강기능성 원료)를 함유한 그래놀라 바.,"건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
